rank,id,lon,lat,area,source,
437,4040648310,72.23541667,33.90208333,92571.56,hydrosheds,
438,2040026920,21.25208333,55.34375,92523.86,hydrosheds,
439,6040075410,-62.71458333,8.347916667,92045.96,hydrosheds,
440,8040141350,-145.33125,66.61041667,91659.1,hydrosheds,
441,4040050280,92.88541667,40.33958333,91361.42,hydrosheds,
442,2040085580,44.23541667,26.77291667,91072.5,hydrosheds,
443,1040040330,7.339583333,32.42708333,90161.12,hydrosheds,
444,3040007890,113.5520833,73.23125,89818.66,hydrosheds,
445,1040040340,6.347916667,34.19791667,89136.92,hydrosheds,
446,6040389860,-43.39375,-6.83125,89132.4,hydrosheds,
447,4120902,-110.2577,48.005,89041.6,grdc,
448,1040695540,14.52291667,13.07708333,89011.98,hydrosheds,
449,2040416390,30.53125,50.54791667,88489.92,hydrosheds,
450,1040734180,15.03958333,12.09791667,88321.46,hydrosheds,
451,4041144880,104.9520833,11.56458333,88253.82,hydrosheds,
452,7040033480,-69.76458333,48.13958333,87595.8,hydrosheds,
453,2040555780,20.45208333,44.83125,87197.08,hydrosheds,
454,7040073620,-112.83125,41.41041667,86895.52,hydrosheds,
455,1040786690,-2.935416667,10.71041667,86226.4,hydrosheds,
456,6040017380,-57.36041667,-35.74791667,86110.06,hydrosheds,
457,7040049990,-97.78958333,22.25625,85839.74,hydrosheds,
458,2040027320,24.07291667,57.03958333,85612.96,hydrosheds,
459,4040975160,90.60625,23.27708333,85401.1,hydrosheds,
460,2040085590,51.82291667,34.70625,84819.3,hydrosheds,
461,1040040360,17.47291667,12.84375,84585.46,hydrosheds,
462,5040017030,109.1895833,-0.139583333,83876.64,hydrosheds,
463,1040023890,-3.727083333,5.19375,83109.03,hydrosheds,
464,1041620200,17.17708333,-28.09791667,83035.63,hydrosheds,
465,6040013420,-39.79375,-19.60625,82937.23,hydrosheds,
466,4040449660,90.37291667,40.20625,82860.78,hydrosheds,
467,2040067750,50.66458333,48.26041667,82781.77,hydrosheds,
468,5204460,147.313,-29.0296,82162.1,grdc,
469,5040491370,137.20625,-28.41875,81906.02,hydrosheds,
470,4040050290,85.96875,45.81041667,81711.17,hydrosheds,
471,1041576130,32.64375,-24.11458333,81485.68,hydrosheds,
472,8040183760,-157.8854167,64.86458333,80724.99,hydrosheds,
473,5040047720,144.46875,-3.902083333,80131.23,hydrosheds,
474,1159535,26.46388889,-27.38972222,79903,grdc,
475,1040040370,32.20208333,-7.914583333,79610.05,hydrosheds,
476,5040046910,137.8645833,-1.59375,79015.76,hydrosheds,
477,4041128330,105.95625,13.53958333,79015.17,hydrosheds,
478,1041626200,20.53958333,-28.74375,78755.26,hydrosheds,
479,1040040380,-4.91875,16.55208333,78587.74,hydrosheds,
480,4040028760,79.81458333,11.36458333,78369.78,hydrosheds,
481,5040087600,133.0854167,-18.68125,78249.68,hydrosheds,
482,5040064130,135.33125,-14.73958333,77474.17,hydrosheds,
483,6040510750,-43.14375,-11.09791667,77451.6,hydrosheds,
484,5040057710,114.91875,-21.69375,77104.09,hydrosheds,
485,4040462690,79.41875,39.80625,76776.65,hydrosheds,
486,2040042370,44.14375,65.88541667,76752.69,hydrosheds,
487,4151515,-102.4172,31.1131,76560.4,grdc,
488,5040021180,117.33125,-0.747916667,76429.54,hydrosheds,
489,4040438130,80.94375,40.48125,76059.67,hydrosheds,
490,1040915990,0.097916667,7.61875,75691.83,hydrosheds,
491,2040004130,35.96458333,41.73125,75678.81,hydrosheds,
492,6040372340,-42.85208333,-6.252083333,75430.11,hydrosheds,
493,4040050300,67.72708333,44.95625,75344.62,hydrosheds,
494,1040024070,-6.102083333,4.972916667,75334.54,hydrosheds,
495,2040067650,52.45625,47.02291667,74239.91,hydrosheds,
496,4123130,-87.7528,38.402,74164.7,grdc,
497,5040057320,113.65625,-24.86875,73672.02,hydrosheds,
498,6040009770,-37.78541667,-4.44375,73489.62,hydrosheds,
499,2040012730,12.51458333,44.96041667,73289.64,hydrosheds,
500,2040022150,0.510416667,49.48541667,73249.17,hydrosheds,
501,4040050310,66.93958333,45.13541667,73165.43,hydrosheds,
502,2040007940,30.47291667,46.07291667,73157.84,hydrosheds,
503,7040007830,-110.5895833,27.65625,72968.78,hydrosheds,
504,1040026800,-16.14791667,13.43541667,72616.96,hydrosheds,
505,2040828790,48.16458333,30.42708333,72045.17,hydrosheds,
506,6040015560,-51.25625,-30.01458333,71807.91,hydrosheds,
507,5040087610,142.91875,-29.35625,71783.05,hydrosheds,
508,2040085620,58.55208333,30.68541667,71698.12,hydrosheds,
509,4040607420,75.91458333,35.22708333,71509.95,hydrosheds,
510,5607400,115.499,-22.5443,71387,grdc,
511,4040050320,100.6770833,42.41041667,71257.32,hydrosheds,
512,6040016720,-58.35208333,-33.38541667,71072.9,hydrosheds,
513,6040012790,-38.86458333,-15.84791667,70981.55,hydrosheds,
514,7040041050,-76.09791667,39.56875,70980.33,hydrosheds,
515,2040018840,-8.99375,38.93958333,70756.03,hydrosheds,
516,HMS00026,25.891513,56.497575,70500,hms,
517,2040085630,58.82291667,27.41875,69818.13,hydrosheds,
518,1040028700,-13.37291667,27.21875,69516.17,hydrosheds,
519,2040067570,53.04375,46.93125,69264.33,hydrosheds,
520,2040785890,44.21458333,32.59375,68783.09,hydrosheds,
521,7040426320,-82.40625,44.53125,68517.65,hydrosheds,
522,4040484700,63.65625,39.10625,68069.51,hydrosheds,
523,6040877590,-67.37708333,-32.36458333,67995.14,hydrosheds,
524,7040585120,-109.8854167,38.18958333,67936.5,hydrosheds,
525,7040632220,-111.7979167,36.19375,67719.53,hydrosheds,
526,6113050,-8.375,39.461,67482.3,grdc,
527,2040292690,45.98541667,56.12291667,67239.64,hydrosheds,
528,2040018460,-7.402083333,37.17708333,66926.54,hydrosheds,
529,8040009570,-128.8729167,69.66458333,66586.77,hydrosheds,
530,6040005490,-54.01458333,5.585416667,66408.64,hydrosheds,
531,6781800,29.471111,46.830556,66100,grdc,
532,7040024830,-78.91875,51.21458333,66053.71,hydrosheds,
533,8040000810,-144.9104167,60.48125,65703.55,hydrosheds,
534,5040056740,114.1604167,-27.70208333,65654.06,hydrosheds,
535,7040022850,-85.16458333,55.26458333,65635.28,hydrosheds,
536,2040085640,61.29791667,31.48958333,65620.45,hydrosheds,
537,5204452,148.689,-29.353,64800,grdc,
538,8040038870,-72.03958333,66.67291667,64751.39,hydrosheds,
539,7040608130,-110.9020833,37.18125,64725.44,hydrosheds,
540,1040007260,49.84375,7.960416667,64696.71,hydrosheds,
541,1040040410,14.01458333,27.41458333,64664.25,hydrosheds,
542,5040087620,135.6479167,-18.79791667,64371.71,hydrosheds,
543,3040010550,153.6604167,70.84791667,64313.39,hydrosheds,
544,6040005180,-57.13541667,5.789583333,64284.54,hydrosheds,
545,1040000010,37.86041667,18.60208333,63986.65,hydrosheds,
546,2040041420,38.00208333,63.93541667,63771.19,hydrosheds,
547,5040041870,142.4020833,-8.277083333,63708.02,hydrosheds,
548,5040049720,141.6770833,-15.24375,63660.54,hydrosheds,
549,4040050330,81.67291667,46.15208333,63248.14,hydrosheds,
550,1040040420,5.80625,27.36041667,63044.13,hydrosheds,
551,2040003550,30.64791667,41.12708333,62798.63,hydrosheds,
552,2040085650,51.23125,22.24375,62643.1,hydrosheds,
553,4040005710,124.36875,40.03125,62213.03,hydrosheds,
554,6116200,-7.633,37.803,61884.9,grdc,
555,7040256690,-109.8854167,50.91875,61815.73,hydrosheds,
556,6040527670,-50.71458333,-11.75208333,61613.28,hydrosheds,
557,1040040430,-0.885416667,24.91875,61611.05,hydrosheds,
558,6113110,-7.998,39.48,61539.9,grdc,
559,1040010590,40.52291667,-13.51875,61392.69,hydrosheds,
560,6855400,28.7839,61.2107,61061,grdc,
561,2040439100,42.31458333,49.61041667,61052.32,hydrosheds,
562,4040607260,75.91458333,35.23125,60982.49,hydrosheds,
563,4040000010,135.2645833,54.71458333,60970.78,hydrosheds,
564,4040009890,119.5104167,26.06041667,60893.05,hydrosheds,
565,1040040440,35.11458333,-3.59375,60814.16,hydrosheds,
566,5040015820,114.2979167,-3.310416667,60622.81,hydrosheds,
567,1041478080,20.48125,-17.95208333,60249.9,hydrosheds,
568,3040017570,165.2354167,62.47291667,60100.4,hydrosheds,
569,1040022430,2.439583333,6.364583333,59907.92,hydrosheds,
570,1040020240,11.71458333,-4.472916667,59760.46,hydrosheds,
571,8040018970,-94.69375,60.45625,59709.92,hydrosheds,
572,8040008380,-150.9645833,70.41458333,59613.22,hydrosheds,
573,2040379750,30.80625,51.94791667,59389.87,hydrosheds,
574,1041584690,33.51875,-24.72708333,59362.62,hydrosheds,
575,5040087630,143.59375,-30.80208333,59266.89,hydrosheds,
576,4125551,-100.3707,35.935,59222.9,grdc,
577,1040027430,-12.40625,17.61458333,59113.09,hydrosheds,
578,4040007860,119.78125,34.46458333,58812.6,hydrosheds,
579,2040070510,49.94375,37.46875,58651.4,hydrosheds,
580,1041479540,20.78541667,-18.01875,58302.46,hydrosheds,
581,4120200,-106.3645,48.1297,57839.9,grdc,
582,5204101,144.301,-34.4776,57700,grdc,
583,4122152,-104.0533,41.9886,57544.6,grdc,
584,2040085660,46.13958333,23.22708333,57539.9,hydrosheds,
585,6040013750,-41.03958333,-21.61875,57234.24,hydrosheds,
586,5040087640,127.4520833,-20.21458333,56928.77,hydrosheds,
587,2040018360,-6.347916667,36.79791667,56432.85,hydrosheds,
588,2040085670,55.13541667,19.72708333,56306.16,hydrosheds,
589,2040027330,28.04375,59.47291667,56229.28,hydrosheds,
590,6040015940,-52.25208333,-31.78125,56212.23,hydrosheds,
591,1040036860,46.46458333,-15.97291667,56180.17,hydrosheds,
592,2040020320,-0.55625,44.99791667,55941.24,hydrosheds,
593,5204300,144.881,-33.8695,55900,grdc,
594,6040008320,-44.81041667,-3.327083333,55843.15,hydrosheds,
595,6040012580,-38.99375,-14.26875,55393.08,hydrosheds,
596,4213603,-99.547226,51.852779,55100,grdc,
597,1040035590,43.51041667,-21.45208333,54938.47,hydrosheds,
598,7040034530,-66.07708333,45.26458333,54912.82,hydrosheds,
599,4040027950,80.16458333,14.56875,54904.54,hydrosheds,
600,5040005140,105.0229167,-2.402083333,54847.88,hydrosheds,
601,6040011790,-38.91458333,-12.73541667,54759.59,hydrosheds,
602,3040002000,71.99791667,66.22291667,54542.93,hydrosheds,
603,5040061670,130.2770833,-13.31458333,54522.49,hydrosheds,
604,1040029810,-2.34375,35.12291667,54236.81,hydrosheds,
605,7040047850,-93.83958333,29.69375,54155.32,hydrosheds,
606,4040274300,59.71875,44.90208333,53923.85,hydrosheds,
607,HMS00029,87.149645,26.85555,53686,hms,
608,7040073630,-118.6479167,39.80625,53631.77,hydrosheds,
609,2040030060,24.50208333,65.78125,53536.39,hydrosheds,
610,5040057720,119.1729167,-20.00208333,53454.51,hydrosheds,
611,5040533380,145.3479167,-30.40208333,53421.71,hydrosheds,
612,3040013900,162.45625,56.24375,53172.27,hydrosheds,
613,5040087660,128.8020833,-22.61875,53170.77,hydrosheds,
614,6040007010,-50.41875,-1.88125,52964.86,hydrosheds,
615,1041115240,43.72708333,1.222916667,52927.06,hydrosheds,
616,6040476800,-50.20208333,-9.84375,52757.85,hydrosheds,
617,1040021910,8.252083333,4.81875,52698.72,hydrosheds,
618,5040059450,128.3145833,-15.48125,52662.13,hydrosheds,
619,2040009230,26.03541667,40.74375,52512.14,hydrosheds,
620,1040031860,16.00208333,31.24791667,52475.02,hydrosheds,
621,2040005690,37.41875,45.35208333,52399.19,hydrosheds,
622,1040040490,19.83541667,18.56041667,52304.23,hydrosheds,
623,4208440,-115.85778,60.743057,52300,grdc,
624,2040085690,45.37291667,37.70625,52200.31,hydrosheds,
625,6040334800,-42.83541667,-5.035416667,52199.58,hydrosheds,
626,4040234270,74.08958333,46.05208333,52029.65,hydrosheds,
627,6040401900,-44.56875,-7.235416667,51975.96,hydrosheds,
628,7040019010,-129.58125,54.21041667,51784.93,hydrosheds,
629,4040050340,82.88958333,44.91875,51701.59,hydrosheds,
630,5040324520,137.9979167,-21.05208333,51614,hydrosheds,
631,4040025460,86.94375,20.77291667,51413.98,hydrosheds,
632,2040068710,47.61458333,45.49791667,51386.44,hydrosheds,
633,6140400,14.2096,50.7822,51120.3,grdc,
634,8040219130,-139.4145833,63.29791667,51109.9,hydrosheds,
635,6040877660,-67.38125,-32.36875,50977.26,hydrosheds,
636,7040045890,-84.98958333,29.73958333,50745.5,hydrosheds,
637,6854700,24.5453,65.7927,50683,grdc,
638,2040816870,47.48541667,30.98541667,50661.33,hydrosheds,
639,7040020090,-132.2520833,56.68541667,50659.01,hydrosheds,
640,2040315950,41.88125,54.74791667,50378.49,hydrosheds,
641,8040002260,-150.5604167,61.36041667,50346.5,hydrosheds,
642,7040021620,-94.82291667,59.06875,50243.26,hydrosheds,
643,1040040510,11.22291667,16.04375,50196.48,hydrosheds,
644,5040087670,122.7104167,-23.41041667,50103.94,hydrosheds,
645,2040501940,40.25625,47.24791667,49977.36,hydrosheds,
646,2040033320,11.85208333,57.79791667,49859.07,hydrosheds,
647,1040040520,-4.339583333,29.53125,49734.1,hydrosheds,
648,6040007960,-48.49375,-1.485416667,49626.16,hydrosheds,
649,2040085700,55.09791667,32.11458333,49144.24,hydrosheds,
650,6040389870,-43.38958333,-6.83125,48641.73,hydrosheds,
651,6140401,14.0425,50.6539,48560.5,grdc,
652,2040085710,55.87291667,21.67708333,48539.86,hydrosheds,
653,1040036020,44.43125,-19.64375,48011.81,hydrosheds,
654,6172351,27.740278,59.000833,47800,grdc,
655,6854702,25.540248,66.424056,47425,grdc,
656,1040040540,8.410416667,33.77708333,47307.46,hydrosheds,
657,1040040550,37.57708333,2.797916667,46924.04,hydrosheds,
658,1040012680,32.73125,-25.76875,46725.58,hydrosheds,
659,1040015030,18.19791667,-31.66041667,46363.85,hydrosheds,
660,2040078750,51.13125,15.17291667,46349.21,hydrosheds,
661,7040073640,-102.5229167,25.78541667,46308.12,hydrosheds,
662,7040047970,-94.69791667,29.75208333,46108.12,hydrosheds,
663,7040025090,-78.43125,52.23541667,46090.71,hydrosheds,
664,2040543090,28.02708333,45.40208333,45856.59,hydrosheds,
665,4040007080,119.2645833,39.42291667,45724.48,hydrosheds,
666,1040040560,14.73958333,25.26458333,45608.46,hydrosheds,
667,1041014470,44.97291667,5.03125,45572.19,hydrosheds,
668,HMS00027,81.28764,28.65351,45431,hms,
669,5040017820,111.5145833,2.352083333,45413.07,hydrosheds,
670,1040571900,-15.69375,16.46875,45291.48,hydrosheds,
671,6040639910,-45.10625,-16.56875,45168.85,hydrosheds,
672,5040087690,124.3645833,-31.16041667,45115.46,hydrosheds,
673,1040014920,21.88125,-34.33958333,45082.28,hydrosheds,
674,5708110,130.964,-15.5515,44900,grdc,
675,2040023020,8.497916667,53.33541667,44776.19,hydrosheds,
676,7040256540,-109.8854167,50.92291667,44043.23,hydrosheds,
677,4040273960,59.71458333,44.91041667,43751.01,hydrosheds,
678,1040040580,-7.760416667,27.71458333,43594.99,hydrosheds,
679,7040048420,-97.51875,27.86458333,43567.78,hydrosheds,
680,5040087710,127.5770833,-27.70625,43488.13,hydrosheds,
681,1160373,21.65333333,-33.98027778,43451,grdc,
682,5040064140,139.6020833,-17.52708333,43398.33,hydrosheds,
683,2040085720,35.48541667,31.52291667,43271.86,hydrosheds,
684,4040050360,62.30208333,43.41458333,43160.15,hydrosheds,
685,1040040590,14.86041667,15.85625,42982.24,hydrosheds,
686,2040069150,47.55625,43.61041667,42926.99,hydrosheds,
687,2040068720,46.82291667,44.43958333,42821.94,hydrosheds,
688,3040009680,146.9729167,72.29791667,42763.03,hydrosheds,
689,5040004800,104.1895833,-1.097916667,42680.52,hydrosheds,
690,6040006470,-50.10208333,1.210416667,42497.13,hydrosheds,
691,2040379760,30.81041667,51.94791667,42199.08,hydrosheds,
692,2040072590,55.78541667,26.99791667,42103.69,hydrosheds,
693,1040633360,-12.05625,14.72291667,42008.4,hydrosheds,
694,7040374800,-72.52291667,46.33958333,41991.35,hydrosheds,
695,7040024890,-78.69375,51.49375,41986.87,hydrosheds,
696,7040028410,-70.08958333,58.77708333,41858.02,hydrosheds,
697,2040085730,52.86458333,32.12291667,41661.1,hydrosheds,
698,1040008480,38.84791667,-6.15625,41560.91,hydrosheds,
699,6040344660,-49.18958333,-5.347916667,41529.28,hydrosheds,
700,4040839030,95.27291667,27.71041667,41499,hydrosheds,
701,2040041120,34.68125,64.95625,41491.99,hydrosheds,
702,7040054660,-83.58541667,10.78125,41214.42,hydrosheds,
703,7040025570,-77.73958333,55.27291667,41172.31,hydrosheds,
704,2040033480,10.94791667,59.19375,41121.95,hydrosheds,
705,7040043090,-79.25625,33.36458333,40953.31,hydrosheds,
706,7040028070,-70.99791667,60.07291667,40952.57,hydrosheds,
707,7040029000,-66.01041667,58.48958333,40742.03,hydrosheds,
708,4040050370,101.5770833,41.96041667,40730.02,hydrosheds,
709,4040050380,104.6145833,41.45625,40599.22,hydrosheds,
710,2040030100,24.16875,65.81041667,40545.36,hydrosheds,
711,1040040600,23.22708333,29.71458333,40503.42,hydrosheds,
712,2040072920,51.26875,28.14791667,40250.56,hydrosheds,
713,2040540100,18.92291667,45.54375,40249.77,hydrosheds,
714,4040603740,110.4229167,35.32708333,40072.64,hydrosheds,
715,4150281,-98.1781,28.4275,39956,grdc,
716,7040043160,-79.25625,33.15625,39730.15,hydrosheds,
717,7040050640,-95.74791667,18.74791667,39661.21,hydrosheds,
718,1040667560,-10.82708333,13.80625,38996.71,hydrosheds,
719,4122153,-105.1633,42.6505,38914.8,grdc,
720,3040009320,131.9645833,71.23958333,38863.43,hydrosheds,
721,5040087730,123.79375,-22.48541667,38808.17,hydrosheds,
722,4040545530,68.31458333,37.11458333,38706.55,hydrosheds,
723,1040040610,20.76458333,18.19791667,38309.79,hydrosheds,
724,4151511,-104.3227,32.9884,38228.4,grdc,
725,1040029700,-6.65625,34.26875,37813.32,hydrosheds,
726,6337200,9.125,52.964,37720,grdc,
727,2040085740,53.56458333,34.66041667,37530.65,hydrosheds,
728,7040043170,-81.38958333,31.33541667,37509.7,hydrosheds,
729,2040085750,64.79791667,29.17291667,37460.21,hydrosheds,
730,4040050390,103.6145833,44.52708333,37302.35,hydrosheds,
731,2040085760,48.19375,15.81458333,37126.13,hydrosheds,
732,1159650,26.71638889,-30.67833333,37070,grdc,
733,4151802,-106.1422,35.8747,37037,grdc,
734,6040933820,-64.98541667,-38.81875,36956.23,hydrosheds,
735,4040548260,110.4270833,37.04791667,36898.77,hydrosheds,
736,5040087740,115.8229167,-29.73125,36624.61,hydrosheds,
737,2040066030,53.94375,37.42291667,36401.23,hydrosheds,
738,2040004280,36.65625,41.38125,36321.92,hydrosheds,
739,6854203,26.8174654,60.69837868,36275,grdc,
740,7040388580,-116.7895833,45.85625,36186.08,hydrosheds,
741,6040000010,-76.94791667,8.122916667,35996.67,hydrosheds,
742,8040004480,-158.43125,59.01458333,35917.52,hydrosheds,
743,5040087750,123.8395833,-19.43958333,35899.38,hydrosheds,
744,6040029040,-70.06041667,-21.43125,35438.44,hydrosheds,
745,1040029430,-8.339583333,33.30625,35399.7,hydrosheds,
746,5040511420,146.7604167,-29.34791667,35156.52,hydrosheds,
747,1040040630,24.27708333,29.67708333,35149.52,hydrosheds,
748,4116330,-116.3239,45.7503,35094.5,grdc,
749,4119401,-89.3565,41.1073,35076.4,grdc,
750,2040439800,42.64375,49.58125,34914.29,hydrosheds,
751,4040050410,89.28958333,42.66041667,34859.63,hydrosheds,
752,7040007380,-109.41875,25.82708333,34844,hydrosheds,
753,1040014490,25.03125,-33.96875,34805.21,hydrosheds,
754,7040039870,-74.01458333,40.73541667,34791.52,hydrosheds,
755,2040071260,65.49375,25.38125,34557.64,hydrosheds,
756,6040562010,-43.46875,-13.13541667,34405.86,hydrosheds,
757,5204102,146.549,-34.7552,34200,grdc,
758,4040023220,96.92291667,17.30208333,34068.24,hydrosheds,
759,4040865800,93.85625,26.85625,33952.67,hydrosheds,
760,6232910,24.0211,66.0307,33929.6,grdc,
761,2040085780,57.87291667,34.78541667,33598.53,hydrosheds,
762,6040862860,-67.70625,-31.03541667,33460.04,hydrosheds,
763,7040073660,-106.9645833,31.15208333,33345.34,hydrosheds,
764,4040012770,113.5229167,23.04791667,33310.7,hydrosheds,
765,5040069960,152.38125,-24.79375,33211.53,hydrosheds,
766,4040000890,130.6645833,42.31458333,33171.07,hydrosheds,
767,5040324690,137.99375,-21.05625,33116.24,hydrosheds,
768,1040026820,-16.57708333,14.04375,32922.46,hydrosheds,
769,4040578640,103.3604167,36.12291667,32883.58,hydrosheds,
770,5040087760,137.8604167,-31.25208333,32840.78,hydrosheds,
771,2040022160,4.66875,51.72291667,32770.7,hydrosheds,
772,6040032290,-79.83958333,-2.397916667,32683.97,hydrosheds,
773,8040007180,-162.4229167,67.06041667,32534.82,hydrosheds,
774,1040035400,43.77291667,-23.56458333,32381.58,hydrosheds,
775,1040040660,34.76041667,4.96875,31900.79,hydrosheds,
776,2040363710,30.24791667,52.54791667,31851.46,hydrosheds,
777,5040041230,145.0104167,-7.814583333,31687.67,hydrosheds,
778,HMS00028,84.42762,27.72548,31650,hms,
779,4040050430,99.13958333,45.58958333,31606.91,hydrosheds,
780,6040012590,-38.93958333,-15.68958333,31591.76,hydrosheds,
781,7040028680,-67.67291667,58.08541667,31579.13,hydrosheds,
782,2040031060,17.61458333,63.16458333,31435.61,hydrosheds,
783,2040041180,34.78125,64.52291667,31323.54,hydrosheds,
784,1040709030,-3.41875,12.74375,31187.86,hydrosheds,
785,5040087780,133.5145833,-17.83125,31166.54,hydrosheds,
786,7040014200,-124.04375,41.52291667,31130.42,hydrosheds,
787,6040913900,-66.84375,-36.29375,31094.76,hydrosheds,
788,2040071690,61.67291667,25.17708333,31058.35,hydrosheds,
789,1040020580,9.822916667,2.347916667,30962.85,hydrosheds,
790,4040050440,91.31041667,45.75208333,30876.07,hydrosheds,
791,8040011270,-115.09375,67.80625,30833.04,hydrosheds,
792,6040595210,-43.89375,-14.59791667,30808.78,hydrosheds,
793,4208880,-111.25417,56.685276,30800,grdc,
794,4120951,-108.4674,45.8,30575,grdc,
795,1040040670,30.20625,22.84791667,30515.36,hydrosheds,
796,4040050450,106.3104167,42.23958333,30330.13,hydrosheds,
797,5040057330,113.65625,-24.16875,30326.52,hydrosheds,
798,7040041400,-77.02708333,38.85625,30316.57,hydrosheds,
799,1040012810,32.67708333,-26.34791667,30280.37,hydrosheds,
800,1040012820,27.13541667,-33.49375,30263.22,hydrosheds,
801,8040007020,-161.21875,66.57708333,30059.88,hydrosheds,
802,4040031820,72.38125,22.38541667,29977.49,hydrosheds,
803,5040087800,122.3229167,-26.11875,29956.9,hydrosheds,
804,5040017830,117.60625,2.922916667,29917.32,hydrosheds,
805,8040018080,-93.80208333,64.21458333,29836.7,hydrosheds,
806,4040015090,106.7479167,10.49791667,29759.38,hydrosheds,
807,1040024080,-7.539583333,4.372916667,29623.06,hydrosheds,
808,4123352,-79.7184,40.6153,29551.9,grdc,
809,1040015860,14.52291667,-22.68958333,29452.05,hydrosheds,
810,4040012280,116.8520833,23.45625,29396.96,hydrosheds,
811,5040087810,133.0520833,-29.63958333,29369.33,hydrosheds,
812,4040032880,70.50208333,23.11041667,29277.84,hydrosheds,
813,7040024600,-79.76875,51.14791667,29226.72,hydrosheds,
814,4040050470,89.04791667,31.77708333,29077.11,hydrosheds,
815,1041548220,29.36458333,-22.18958333,29066.43,hydrosheds,
816,6854703,26.685973,66.36779,29021,grdc,
817,7040039620,-72.34791667,41.31041667,28999.23,hydrosheds,
818,7040394680,-122.7645833,45.65625,28948.98,hydrosheds,
819,4040018350,103.44375,3.51875,28865.1,hydrosheds,
820,1040006850,51.02291667,10.43125,28619.44,hydrosheds,
821,7040039880,-75.51041667,39.70208333,28584.29,hydrosheds,
822,7040282770,-111.6979167,49.93541667,28558.61,hydrosheds,
823,1040036870,47.18125,-15.42708333,28533.55,hydrosheds,
824,2040031490,17.43541667,60.63541667,28435,hydrosheds,
825,1040023310,-3.28125,5.147916667,28153.08,hydrosheds,
826,2040085820,62.20625,29.84791667,28100.24,hydrosheds,
827,8040000010,-138.5895833,59.16458333,28067.82,hydrosheds,
828,5040041880,138.4229167,-5.65625,27955.81,hydrosheds,
829,4040006520,122.1604167,40.70625,27824.55,hydrosheds,
830,2040085830,60.54791667,33.90625,27795.29,hydrosheds,
831,2040066340,53.66458333,39.94375,27746.87,hydrosheds,
832,5040022500,121.64375,18.32708333,27711.93,hydrosheds,
833,6040000750,-71.74375,9.335416667,27553.31,hydrosheds,
834,7040395340,-120.9145833,45.63541667,27549.56,hydrosheds,
835,2040030110,20.31041667,63.76041667,27547.25,hydrosheds,
836,6854701,27.353,66.4757,27424,grdc,
837,2260100,95.7,26,27420,grdc,
838,6040862810,-67.70208333,-31.03125,27147.89,hydrosheds,
839,5040087830,129.1604167,-29.09791667,27130.05,hydrosheds,
840,6336050,7.168276,50.143351,27088,grdc,
841,6040021210,-68.61458333,-49.97291667,26959.82,hydrosheds,
842,6040024060,-73.57291667,-47.79375,26814.19,hydrosheds,
843,2040028660,26.91458333,60.49791667,26798.28,hydrosheds,
844,5040087840,131.0229167,-24.84791667,26759.03,hydrosheds,
845,1040040740,-0.285416667,34.06041667,26608.06,hydrosheds,
846,2040031070,17.40625,62.53125,26414.86,hydrosheds,
847,2040039590,33.04791667,69.04791667,26402.91,hydrosheds,
848,3040017830,149.0895833,59.63541667,26138.47,hydrosheds,
849,6854101,22.1142,61.3375,26117,grdc,
850,6040005500,-51.61041667,4.202083333,26097.74,hydrosheds,
851,4041043590,102.2145833,20.05625,26058.02,hydrosheds,
852,2040085850,42.48125,31.39791667,26046.14,hydrosheds,
853,4040050480,100.0395833,42.23125,26040.58,hydrosheds,
854,7040007840,-112.9854167,30.53125,25987.26,hydrosheds,
855,1040040750,4.91875,35.42708333,25882.36,hydrosheds,
856,2040029940,25.45625,65.01458333,25804.17,hydrosheds,
857,7040006400,-105.5020833,21.75625,25736.29,hydrosheds,
858,6040401890,-44.57291667,-7.235416667,25645.2,hydrosheds,
859,6242820,16.835,48.38361111,25623.8,grdc,
860,3040024350,76.88541667,54.79791667,25548.28,hydrosheds,
861,2040066490,52.91875,41.04791667,25531.51,hydrosheds,
862,HMS00104,16.84698,48.38178,25521.3,hms,
863,4148650,-81.2687,32.5282,25511.5,grdc,
864,8040011800,-108.09375,66.85625,25410.74,hydrosheds,
865,4040005050,126.7895833,37.61458333,25245.35,hydrosheds,
866,1040020250,10.28541667,-2.989583333,25075.33,hydrosheds,
867,2040363700,30.24375,52.54791667,24894.71,hydrosheds,
868,6335304,8.714986,50.105773,24764,grdc,
869,6040014330,-47.38958333,-24.63958333,24753.15,hydrosheds,
870,1159651,27.35861111,-30.33638889,24745,grdc,
871,1040010040,40.43125,-11.67291667,24704.72,hydrosheds,
872,1040040790,20.96041667,30.54375,24636.16,hydrosheds,
873,7040050930,-83.14791667,14.98958333,24600.67,hydrosheds,
874,7040038340,-69.79375,43.85625,24591.02,hydrosheds,
875,2040028670,21.70208333,61.54791667,24568.21,hydrosheds,
876,3040002870,77.58541667,67.91458333,24517.3,hydrosheds,
877,7040042040,-76.70208333,35.92708333,24470.97,hydrosheds,
878,8040002270,-156.9229167,58.97708333,24366.88,hydrosheds,
879,2040000010,27.19375,37.54375,24363.86,hydrosheds,
880,2040085880,57.85208333,43.14375,24306.54,hydrosheds,
881,6040026750,-73.15208333,-36.81041667,24252.15,hydrosheds,
882,4040050520,108.0979167,43.38958333,23956.36,hydrosheds,
883,6040020950,-65.92291667,-47.75625,23937.41,hydrosheds,
884,7040282720,-111.69375,49.93958333,23861.56,hydrosheds,
