id,lon,lat,area,source
2040030060,24.50208333,65.78125,53536.39,hydrosheds
2040030100,24.16875,65.81041667,40545.36,hydrosheds
2040030110,20.31041667,63.76041667,27547.25,hydrosheds
2040031060,17.61458333,63.16458333,31435.61,hydrosheds
2040031070,17.40625,62.53125,26414.86,hydrosheds
2040031490,17.43541667,60.63541667,28435,hydrosheds
2040031500,18.15208333,59.32291667,22700.16,hydrosheds
2040033320,11.85208333,57.79791667,49859.07,hydrosheds
2040033480,10.94791667,59.19375,41121.95,hydrosheds
2040037990,28.26458333,70.43125,16749.74,hydrosheds
2040039390,30.11875,69.68125,17831.29,hydrosheds
2040039590,33.04791667,69.04791667,26402.91,hydrosheds
2040039600,41.27708333,66.98541667,14246.14,hydrosheds
2040041120,34.68125,64.95625,41491.99,hydrosheds
2040041180,34.78125,64.52291667,31323.54,hydrosheds
2040041420,38.00208333,63.93541667,63771.19,hydrosheds
2040041840,40.53541667,64.52708333,346666.12,hydrosheds
2040041850,43.36875,66.03958333,12786.78,hydrosheds
2040042370,44.14375,65.88541667,76752.69,hydrosheds
2040043720,53.95625,67.98958333,312705.44,hydrosheds
2040043730,64.93125,69.25625,16884.2,hydrosheds
2040048790,0.31875,51.46458333,13323.37,hydrosheds
2040054200,-8.73125,52.67291667,11772.48,hydrosheds
2040065960,54.02708333,36.98958333,11589.01,hydrosheds
2040066030,53.94375,37.42291667,36401.23,hydrosheds
2040066340,53.66458333,39.94375,27746.87,hydrosheds
2040066490,52.91875,41.04791667,25531.51,hydrosheds
2040067280,53.83958333,45.26458333,20016.17,hydrosheds
2040067570,53.04375,46.93125,69264.33,hydrosheds
2040067650,52.45625,47.02291667,74239.91,hydrosheds
2040067740,51.64375,46.91041667,210581.24,hydrosheds
2040067750,50.66458333,48.26041667,82781.77,hydrosheds
2040068680,47.71875,45.59375,1404107.68,hydrosheds
2040068710,47.61458333,45.49791667,51386.44,hydrosheds
2040068720,46.82291667,44.43958333,42821.94,hydrosheds
2040069150,47.55625,43.61041667,42926.99,hydrosheds
2040069160,47.54791667,43.25625,14084.98,hydrosheds
2040070050,49.39791667,39.31458333,188377.66,hydrosheds
2040070510,49.94375,37.46875,58651.4,hydrosheds
2040071260,65.49375,25.38125,34557.64,hydrosheds
2040071690,61.67291667,25.17708333,31058.35,hydrosheds
2040071700,61.51041667,25.18125,20677.98,hydrosheds
2040072590,55.78541667,26.99791667,42103.69,hydrosheds
2040072920,51.26875,28.14791667,40250.56,hydrosheds
2040072930,49.50625,30.06458333,14490.19,hydrosheds
2040073570,48.46041667,29.99375,829646.88,hydrosheds
2040073580,47.94791667,30.08958333,12643.11,hydrosheds
2040075160,51.91458333,23.97708333,17552.84,hydrosheds
2040077470,58.55208333,20.52291667,23465.77,hydrosheds
2040077570,57.99791667,20.43541667,17164.55,hydrosheds
2040078500,52.24791667,16.21458333,17961.41,hydrosheds
2040078750,51.13125,15.17291667,46349.21,hydrosheds
2040084120,36.68125,25.89375,104464.28,hydrosheds
2040085500,55.38125,39.36041667,281499.6,hydrosheds
2040085510,49.26875,23.25208333,237160.88,hydrosheds
2040085520,52.97708333,21.40208333,210104.68,hydrosheds
2040085530,61.75208333,31.48958333,204445.06,hydrosheds
2040085540,51.96041667,22.74791667,135645.44,hydrosheds
2040085550,62.98958333,28.23541667,116685.06,hydrosheds
2040085560,54.78125,21.23958333,103186.68,hydrosheds
2040085570,56.38125,35.15625,93374.3,hydrosheds
2040085580,44.23541667,26.77291667,91072.5,hydrosheds
2040085590,51.82291667,34.70625,84819.3,hydrosheds
2040085620,58.55208333,30.68541667,71698.12,hydrosheds
2040085630,58.82291667,27.41875,69818.13,hydrosheds
2040085640,61.29791667,31.48958333,65620.45,hydrosheds
2040085650,51.23125,22.24375,62643.1,hydrosheds
2040085660,46.13958333,23.22708333,57539.9,hydrosheds
2040085670,55.13541667,19.72708333,56306.16,hydrosheds
2040085690,45.37291667,37.70625,52200.31,hydrosheds
2040085700,55.09791667,32.11458333,49144.24,hydrosheds
2040085710,55.87291667,21.67708333,48539.86,hydrosheds
2040085720,35.48541667,31.52291667,43271.86,hydrosheds
2040085730,52.86458333,32.12291667,41661.1,hydrosheds
2040085740,53.56458333,34.66041667,37530.65,hydrosheds
2040085750,64.79791667,29.17291667,37460.21,hydrosheds
2040085760,48.19375,15.81458333,37126.13,hydrosheds
2040085780,57.87291667,34.78541667,33598.53,hydrosheds
2040085820,62.20625,29.84791667,28100.24,hydrosheds
2040085830,60.54791667,33.90625,27795.29,hydrosheds
2040085850,42.48125,31.39791667,26046.14,hydrosheds
2040085880,57.85208333,43.14375,24306.54,hydrosheds
2040085930,53.54375,29.73958333,21097.13,hydrosheds
2040085940,42.43541667,28.73958333,21078.98,hydrosheds
2040085960,33.42708333,38.71041667,18630.23,hydrosheds
2040085990,42.94791667,38.64375,17045.76,hydrosheds
2040086100,60.93958333,32.41041667,13310.84,hydrosheds
2040086170,40.90208333,22.63541667,11441,hydrosheds
2040086240,61.18541667,30.76458333,10526.42,hydrosheds
2040288980,43.98541667,56.33958333,235213.96,hydrosheds
2040289120,43.98958333,56.33541667,244308.24,hydrosheds
2040292580,45.98541667,56.12708333,493758.08,hydrosheds
2040292690,45.98541667,56.12291667,67239.64,hydrosheds
2040309560,49.34791667,55.16458333,653336.48,hydrosheds
2040309610,49.35208333,55.16041667,523324.28,hydrosheds
2040315940,41.87708333,54.74791667,130724.4,hydrosheds
2040315950,41.88125,54.74791667,50378.49,hydrosheds
2040363700,30.24375,52.54791667,24894.71,hydrosheds
2040363710,30.24791667,52.54791667,31851.46,hydrosheds
2040379750,30.80625,51.94791667,59389.87,hydrosheds
2040379760,30.81041667,51.94791667,42199.08,hydrosheds
2040400100,30.49791667,51.17708333,119911.42,hydrosheds
2040400110,30.50208333,51.17708333,105812.48,hydrosheds
2040416390,30.53125,50.54791667,88489.92,hydrosheds
2040416550,30.52708333,50.54375,245633.6,hydrosheds
2040439100,42.31458333,49.61041667,61052.32,hydrosheds
2040439160,42.30625,49.60625,107149.02,hydrosheds
2040439790,42.63958333,49.58125,168577.06,hydrosheds
2040439800,42.64375,49.58125,34914.29,hydrosheds
2040491970,40.89375,47.60208333,98720.24,hydrosheds
2040491980,40.90208333,47.60208333,259242.96,hydrosheds
2040501810,40.25208333,47.25208333,379756.52,hydrosheds
2040501940,40.25625,47.24791667,49977.36,hydrosheds
2040539930,18.92291667,45.55208333,211258.24,hydrosheds
2040540100,18.92291667,45.54375,40249.77,hydrosheds
2040543090,28.02708333,45.40208333,45856.59,hydrosheds
2040543160,28.03125,45.39791667,701229.52,hydrosheds
2040548500,20.28125,45.13958333,154073.14,hydrosheds
2040548700,20.27291667,45.13541667,257413.98,hydrosheds
2040555600,20.45208333,44.83541667,412149.84,hydrosheds
2040555780,20.45208333,44.83125,87197.08,hydrosheds
2040785890,44.21458333,32.59375,68783.09,hydrosheds
2040785900,44.22291667,32.59375,305975.56,hydrosheds
2040816320,47.44375,31.01041667,221326.96,hydrosheds
2040816390,47.43958333,31.00625,463867.12,hydrosheds
2040816860,47.48125,30.98541667,685210.48,hydrosheds
2040816870,47.48541667,30.98541667,50661.33,hydrosheds
2040828780,48.16041667,30.42708333,756435.6,hydrosheds
2040828790,48.16458333,30.42708333,72045.17,hydrosheds
3040001840,69.99791667,66.78125,2467589.28,hydrosheds
3040002000,71.99791667,66.22291667,54542.93,hydrosheds
3040002560,77.88125,67.36458333,111252.32,hydrosheds
3040002680,80.00208333,67.11458333,150289.18,hydrosheds
3040002870,77.58541667,67.91458333,24517.3,hydrosheds
3040002880,76.27708333,71.17291667,11036.6,hydrosheds
3040003790,81.81458333,70.21041667,23677.05,hydrosheds
3040004740,84.52708333,69.62708333,2489752,hydrosheds
3040005440,87.15208333,73.85625,169628.74,hydrosheds
3040006250,99.73541667,76.11458333,123854.82,hydrosheds
3040006260,106.1229167,73.63958333,13144.28,hydrosheds
3040007880,105.25625,72.77291667,300825.82,hydrosheds
3040007890,113.5520833,73.23125,89818.66,hydrosheds
3040008610,119.7979167,73.00625,217722.92,hydrosheds
3040009130,128.5645833,72.00208333,2453575.04,hydrosheds
3040009320,131.9645833,71.23958333,38863.43,hydrosheds
3040009670,136.5895833,71.52291667,233392.94,hydrosheds
3040009680,146.9729167,72.29791667,42763.03,hydrosheds
3040010470,151.7229167,70.97291667,341227.44,hydrosheds
3040010550,153.6604167,70.84791667,64313.39,hydrosheds
3040010560,159.95625,70.10208333,21526.64,hydrosheds
3040010910,161.4354167,69.35625,652963.76,hydrosheds
3040010920,174.4770833,69.84791667,20818.94,hydrosheds
3040012270,175.20625,64.71875,172110.96,hydrosheds
3040013900,162.45625,56.24375,53172.27,hydrosheds
3040015900,158.29375,58.02708333,17604.17,hydrosheds
3040017570,165.2354167,62.47291667,60100.4,hydrosheds
3040017830,149.0895833,59.63541667,26138.47,hydrosheds
3040024310,93.40208333,49.11458333,146784.7,hydrosheds
3040024350,76.88541667,54.79791667,25548.28,hydrosheds
3040203170,65.77708333,66.14375,130409.32,hydrosheds
3040203310,65.78125,66.13958333,2278501.44,hydrosheds
3040215990,87.98125,65.77291667,456464.2,hydrosheds
3040216320,87.98125,65.76458333,1875384.64,hydrosheds
3040264560,126.4354167,64.38541667,1703180.96,hydrosheds
3040264710,126.4270833,64.38125,455223.4,hydrosheds
3040299300,129.3729167,63.47291667,728242.72,hydrosheds
3040299510,129.36875,63.46875,917135.44,hydrosheds
3040369320,90.12291667,61.58125,237673.4,hydrosheds
3040369500,90.12291667,61.57708333,1519703.04,hydrosheds
3040386960,68.79375,61.08541667,1037760.96,hydrosheds
3040387130,68.79375,61.08125,1139612,hydrosheds
3040411570,120.6729167,60.38125,557028.48,hydrosheds
3040411580,120.6770833,60.38125,208375.96,hydrosheds
3040441450,112.58125,59.48125,233372.92,hydrosheds
